Date,Close
2/26/16,195.09
2/29/16,193.56
3/1/16,198.11
3/2/16,199
3/3/16,199.78
3/4/16,200.43
3/7/16,200.59
3/8/16,198.4
3/9/16,199.38
3/10/16,199.54
3/11/16,202.76
3/14/16,202.5
3/15/16,202.17
3/16/16,203.34
3/17/16,204.63
3/18/16,204.38
3/21/16,204.67
3/22/16,204.56
3/23/16,203.21
3/24/16,203.12
3/28/16,203.24
3/29/16,205.12
3/30/16,206.02
3/31/16,205.52
4/1/16,206.92
4/4/16,206.25
4/5/16,204.19
4/6/16,206.42
4/7/16,203.95
4/8/16,204.5
4/11/16,204.02
4/12/16,205.92
4/13/16,208
4/14/16,208.01
4/15/16,207.78
4/18/16,209.24
4/19/16,209.9
4/20/16,210.1
4/21/16,208.97
4/22/16,208.97
4/25/16,208.61
4/26/16,208.92
4/27/16,209.35
4/28/16,207.45
4/29/16,206.33
5/2/16,207.97
5/3/16,206.16
5/4/16,205.01
5/5/16,204.97
5/6/16,205.72
5/9/16,205.89
5/10/16,208.45
5/11/16,206.5
5/12/16,206.56
5/13/16,204.76
5/16/16,206.78
5/17/16,204.85
5/18/16,204.91
5/19/16,204.2
5/20/16,205.49
5/23/16,205.21
5/24/16,207.87
5/25/16,209.28
5/26/16,209.34
5/27/16,210.24
5/31/16,209.84
6/1/16,210.27
6/2/16,210.91
6/3/16,210.28
6/6/16,211.35
6/7/16,211.68
6/8/16,212.37
6/9/16,212.08
6/10/16,210.07
6/13/16,208.45
6/14/16,208.04
6/15/16,207.75
6/16/16,208.37
6/17/16,206.52
6/20/16,207.85
6/21/16,208.44
6/22/16,208.1
6/23/16,210.81
6/24/16,203.13
6/27/16,199.6
6/28/16,203.2
6/29/16,206.66
6/30/16,209.48
7/1/16,209.92
7/5/16,208.41
7/6/16,209.66
7/7/16,209.53
7/8/16,212.65
7/11/16,213.4
7/12/16,214.95
7/13/16,214.92
7/14/16,216.12
7/15/16,215.83
7/18/16,216.41
7/19/16,216.19
7/20/16,217.09
7/21/16,216.27
7/22/16,217.24
7/25/16,216.65
7/26/16,216.75
7/27/16,216.52
7/28/16,216.77
7/29/16,217.12
8/1/16,216.94
8/2/16,215.55
8/3/16,216.18
8/4/16,216.41
8/5/16,218.18
8/8/16,218.05
8/9/16,218.18
8/10/16,217.64
8/11/16,218.65
8/12/16,218.46
8/15/16,219.09
8/16/16,217.96
8/17/16,218.37
8/18/16,218.86
8/19/16,218.54
8/22/16,218.53
8/23/16,218.97
8/24/16,217.85
8/25/16,217.7
8/26/16,217.29
8/29/16,218.36
8/30/16,218
8/31/16,217.38
9/1/16,217.39
9/2/16,218.37
9/6/16,219.03
9/7/16,219.01
9/8/16,218.51
9/9/16,213.28
9/12/16,216.34
9/13/16,213.23
9/14/16,213.15
9/15/16,215.28
9/16/16,213.37
9/19/16,213.41
9/20/16,213.42
9/21/16,215.82
9/22/16,217.18
9/23/16,215.99
9/26/16,214.24
9/27/16,215.57
9/28/16,216.64
9/29/16,214.68
9/30/16,216.3
10/3/16,215.78
10/4/16,214.68
10/5/16,215.63
10/6/16,215.78
10/7/16,215.04
10/10/16,216.16
10/11/16,213.43
10/12/16,213.71
10/13/16,213.01
10/14/16,213.12
10/17/16,212.38
10/18/16,213.71
10/19/16,214.28
10/20/16,213.88
10/21/16,213.98
10/24/16,214.89
10/25/16,214.17
10/26/16,213.74
10/27/16,213.17
10/28/16,212.54
10/31/16,212.55
11/1/16,211.01
11/2/16,209.74
11/3/16,208.78
11/4/16,208.55
11/7/16,213.15
11/8/16,214.11
11/9/16,216.38
11/10/16,216.92
11/11/16,216.42
11/14/16,216.59
11/15/16,218.28
11/16/16,217.87
11/17/16,218.99
11/18/16,218.5
11/21/16,220.15
11/22/16,220.58
11/23/16,220.7
11/25/16,221.52
11/28/16,220.48
11/29/16,220.91
11/30/16,220.38
12/1/16,219.57
12/2/16,219.68
12/5/16,221
12/6/16,221.7
12/7/16,224.6
12/8/16,225.15
12/9/16,226.51
12/12/16,226.25
12/13/16,227.76
12/14/16,225.88
12/15/16,226.81
12/16/16,225.04
12/19/16,225.53
12/20/16,226.4
12/21/16,225.77
12/22/16,225.38
12/23/16,225.71
12/27/16,226.27
12/28/16,224.4
12/29/16,224.35
12/30/16,223.53
1/3/17,225.24
1/4/17,226.58
1/5/17,226.4
1/6/17,227.21
1/9/17,226.46
1/10/17,226.46
1/11/17,227.1
1/12/17,226.53
1/13/17,227.05
1/17/17,226.25
1/18/17,226.75
1/19/17,225.91
1/20/17,226.74
1/23/17,226.15
1/24/17,227.6
1/25/17,229.57
1/26/17,229.33
1/27/17,228.97
1/30/17,227.55
1/31/17,227.53
2/1/17,227.62
2/2/17,227.77
2/3/17,229.34
2/6/17,228.93
2/7/17,228.94
2/8/17,229.24
2/9/17,230.6
2/10/17,231.51
2/13/17,232.77
2/14/17,233.7
2/15/17,234.92
2/16/17,234.72
2/17/17,235.09
2/21/17,236.49
2/22/17,236.28
2/23/17,236.44
2/24/17,236.74
2/27/17,237.11
2/28/17,236.47
3/1/17,239.78
3/2/17,238.27
3/3/17,238.42
3/6/17,237.71
3/7/17,237
3/8/17,236.56
3/9/17,236.86
3/10/17,237.69
3/13/17,237.81
3/14/17,236.9
3/15/17,238.95
3/16/17,238.48
3/17/17,237.03
3/20/17,236.77
3/21/17,233.73
3/22/17,234.28
3/23/17,234.03
3/24/17,233.86
3/27/17,233.62
3/28/17,235.32
3/29/17,235.54
3/30/17,236.29
3/31/17,235.74
4/3/17,235.33
4/4/17,235.48
4/5/17,234.78
4/6/17,235.44
4/7/17,235.2
4/10/17,235.34
4/11/17,235.06
4/12/17,234.03
4/13/17,232.51
4/17/17,234.57
4/18/17,233.87
4/19/17,233.44
4/20/17,235.34
4/21/17,234.59
4/24/17,237.17
4/25/17,238.55
4/26/17,238.4
4/27/17,238.6
4/28/17,238.08
5/1/17,238.68
5/2/17,238.77
5/3/17,238.48
5/4/17,238.76
5/5/17,239.7
5/8/17,239.66
5/9/17,239.44
5/10/17,239.87
5/11/17,239.38
5/12/17,238.98
5/15/17,240.3
5/16/17,240.08
5/17/17,235.82
5/18/17,236.77
5/19/17,238.31
5/22/17,239.52
5/23/17,240.05
5/24/17,240.61
5/25/17,241.76
5/26/17,241.71
5/30/17,241.5
5/31/17,241.44
6/1/17,243.36
6/2/17,244.17
6/5/17,243.99
6/6/17,243.21
6/7/17,243.66
6/8/17,243.78
6/9/17,243.41
6/12/17,243.36
6/13/17,244.55
6/14/17,244.24
6/15/17,243.77
6/16/17,242.64
6/19/17,244.66
6/20/17,243.01
6/21/17,242.95
6/22/17,242.84
6/23/17,243.13
6/26/17,243.29
6/27/17,241.33
6/28/17,243.49
6/29/17,241.35
6/30/17,241.8
7/3/17,242.21
7/5/17,242.77
7/6/17,240.55
7/7/17,242.11
7/10/17,242.37
7/11/17,242.19
7/12/17,244.01
7/13/17,244.42
7/14/17,245.56
7/17/17,245.53
7/18/17,245.66
7/19/17,246.99
7/20/17,247.1
7/21/17,246.88
7/24/17,246.82
7/25/17,247.42
7/26/17,247.43
7/27/17,247.2
7/28/17,246.91
7/31/17,246.77
8/1/17,247.32
8/2/17,247.44
8/3/17,246.96
8/4/17,247.41
8/7/17,247.87
8/8/17,247.26
8/9/17,247.25
8/10/17,243.76
8/11/17,244.12
8/14/17,246.54
8/15/17,246.51
8/16/17,246.94
8/17/17,243.09
8/18/17,242.71
8/21/17,242.9
8/22/17,245.44
8/23/17,244.56
8/24/17,243.99
8/25/17,244.56
8/28/17,244.57
8/29/17,244.85
8/30/17,246.01
8/31/17,247.49
9/1/17,247.84
9/5/17,246.06
9/6/17,246.9
9/7/17,246.87
9/8/17,246.58
9/11/17,249.21
9/12/17,250.05
9/13/17,250.17
9/14/17,250.09
9/15/17,249.19
9/18/17,249.72
9/19/17,249.97
9/20/17,250.06
9/21/17,249.39
9/22/17,249.44
9/25/17,248.93
9/26/17,249.08
9/27/17,250.05
9/28/17,250.35
9/29/17,251.23
10/2/17,252.32
10/3/17,252.86
10/4/17,253.16
10/5/17,254.66
10/6/17,254.37
10/9/17,253.95
10/10/17,254.62
10/11/17,255.02
10/12/17,254.64
10/13/17,254.95
10/16/17,255.29
10/17/17,255.47
10/18/17,255.72
10/19/17,255.79
10/20/17,257.11
10/23/17,256.11
10/24/17,256.56
10/25/17,255.29
10/26/17,255.62
10/27/17,257.71
10/30/17,256.75
10/31/17,257.15
11/1/17,257.49
11/2/17,257.59
11/3/17,258.45
11/6/17,258.85
11/7/17,258.67
11/8/17,259.11
11/9/17,258.17
11/10/17,258.09
11/13/17,258.33
11/14/17,257.73
11/15/17,256.44
11/16/17,258.62
11/17/17,257.86
11/20/17,258.3
11/21/17,259.99
11/22/17,259.76
11/24/17,260.36
11/27/17,260.23
11/28/17,262.87
11/29/17,262.71
11/30/17,265.01
12/1/17,264.46
12/4/17,264.14
12/5/17,263.19
12/6/17,263.24
12/7/17,264.07
12/8/17,265.51
12/11/17,266.31
12/12/17,266.78
12/13/17,266.75
12/14/17,265.66
12/15/17,266.51
12/18/17,268.2
12/19/17,267.17
12/20/17,267.03
12/21/17,267.58
12/22/17,267.51
12/26/17,267.19
12/27/17,267.32
12/28/17,267.87
12/29/17,266.86
1/2/18,268.77
1/3/18,270.47
1/4/18,271.61
1/5/18,273.42
1/8/18,273.92
1/9/18,274.54
1/10/18,274.12
1/11/18,276.12
1/12/18,277.92
1/16/18,276.97
1/17/18,279.61
1/18/18,279.14
1/19/18,280.41
1/22/18,282.69
1/23/18,283.29
1/24/18,283.18
1/25/18,283.3
1/26/18,286.58
1/29/18,284.68
1/30/18,281.76
1/31/18,281.9
2/1/18,281.58
2/2/18,275.45
2/5/18,263.93
2/6/18,269.13
2/7/18,267.67
2/8/18,257.63
2/9/18,261.5
2/12/18,265.34
2/13/18,266
2/14/18,269.59
2/15/18,273.03
2/16/18,273.11
2/20/18,271.4
2/21/18,270.05
2/22/18,270.4
2/23/18,274.71
2/26/18,277.9
2/27/18,274.43
2/28/18,271.65
3/1/18,267.7
3/2/18,269.08
3/5/18,272.19
3/6/18,272.88
3/7/18,272.78
3/8/18,274.1
3/9/18,278.87
3/12/18,278.52
3/13/18,276.72
3/14/18,275.3
3/15/18,275
3/16/18,274.2
3/19/18,270.49
3/20/18,270.95
3/21/18,270.43
3/22/18,263.67
3/23/18,258.05
3/26/18,265.11
3/27/18,260.6
3/28/18,259.83
3/29/18,263.15
4/2/18,257.47
4/3/18,260.77
4/4/18,263.56
4/5/18,265.64
4/6/18,259.72
4/9/18,261
4/10/18,265.15
4/11/18,263.76
4/12/18,265.93
4/13/18,265.15
4/16/18,267.33
4/17/18,270.19
4/18/18,270.39
4/19/18,268.89
4/20/18,266.61
4/23/18,266.57
4/24/18,262.98
4/25/18,263.63
4/26/18,266.31
4/27/18,266.56
4/30/18,264.51
5/1/18,264.98
5/2/18,263.2
5/3/18,262.62
5/4/18,266.02
5/7/18,266.92
5/8/18,266.92
5/9/18,269.5
5/10/18,272.02
5/11/18,272.85
5/14/18,272.98
5/15/18,271.1
5/16/18,272.24
5/17/18,272.01
5/18/18,271.33
5/21/18,273.37
5/22/18,272.61
5/23/18,273.36
5/24/18,272.8
5/25/18,272.15
5/29/18,269.02
5/30/18,272.61
5/31/18,270.94
6/1/18,273.6
6/4/18,274.9
6/5/18,275.1
6/6/18,277.4
6/7/18,277.37
6/8/18,278.19
6/11/18,278.56
6/12/18,278.92
6/13/18,278.03
6/14/18,278.73
6/15/18,277.13
6/18/18,276.56
6/19/18,275.5
6/20/18,275.97
6/21/18,274.24
6/22/18,274.74
6/25/18,271
6/26/18,271.6
6/27/18,271.6
6/28/18,270.89
6/29/18,271.28
7/2/18,271.86
7/3/18,270.9
7/5/18,273.11
7/6/18,275.42
7/9/18,277.9
7/10/18,278.9
7/11/18,276.86
7/12/18,279.37
7/13/18,279.59
7/16/18,279.34
7/17/18,280.47
7/18/18,281.06
7/19/18,280
7/20/18,279.68
7/23/18,280.2
7/24/18,281.61
7/25/18,284.01
7/26/18,283.34
7/27/18,281.42
7/30/18,279.95
7/31/18,281.33
8/1/18,280.86
8/2/18,282.39
8/3/18,283.6
8/6/18,284.64
8/7/18,285.58
8/8/18,285.46
8/9/18,285.07
8/10/18,283.16
8/13/18,282.1
8/14/18,283.9
8/15/18,281.78
8/16/18,284.06
8/17/18,285.06
8/20/18,285.67
8/21/18,286.34
8/22/18,286.17
8/23/18,285.79
8/24/18,287.51
8/27/18,289.78
8/28/18,289.92
8/29/18,291.48
8/30/18,290.3
8/31/18,290.31
9/4/18,289.81
9/5/18,289.03
9/6/18,288.16
9/7/18,287.6
9/10/18,288.1
9/11/18,289.05
9/12/18,289.12
9/13/18,290.83
9/14/18,290.88
9/17/18,289.34
9/18/18,290.91
9/19/18,291.22
9/20/18,293.58
9/21/18,291.99
9/24/18,291.02
9/25/18,290.75
9/26/18,289.88
9/27/18,290.69
9/28/18,290.72
10/1/18,291.73
10/2/18,291.56
10/3/18,291.72
10/4/18,289.44
10/5/18,287.82
10/8/18,287.82
10/9/18,287.4
10/10/18,278.3
10/11/18,272.17
10/12/18,275.95
10/15/18,274.4
10/16/18,280.4
10/17/18,280.45
10/18/18,276.4
10/19/18,276.25
10/22/18,275.01
10/23/18,273.61
10/24/18,265.32
10/25/18,270.08
10/26/18,265.33
10/29/18,263.86
10/30/18,267.77
10/31/18,270.63
11/1/18,273.51
11/2/18,271.89
11/5/18,273.39
11/6/18,275.12
11/7/18,281.01
11/8/18,280.5
11/9/18,277.76
11/12/18,272.57
11/13/18,272.06
11/14/18,270.2
11/15/18,273.02
11/16/18,273.73
11/19/18,269.1
11/20/18,264.12
11/21/18,265.02
11/23/18,263.25
11/26/18,267.5
11/27/18,268.4
11/28/18,274.58
11/29/18,273.98
11/30/18,275.65
12/3/18,279.3
12/4/18,270.25
12/6/18,269.84
12/7/18,263.57
12/10/18,264.07
12/11/18,264.13
12/12/18,265.46
12/13/18,265.37
12/14/18,260.47
12/17/18,255.36
12/18/18,255.08
12/19/18,251.26
12/20/18,247.17
12/21/18,240.7
12/24/18,234.34
12/26/18,246.18
12/27/18,248.07
12/28/18,247.75
12/31/18,249.92
1/2/19,250.18
1/3/19,244.21
1/4/19,252.39
1/7/19,254.38
1/8/19,256.77
1/9/19,257.97
1/10/19,258.88
1/11/19,258.98
1/14/19,257.4
1/15/19,260.35
1/16/19,260.98
1/17/19,262.96
1/18/19,266.46
1/22/19,262.86
1/23/19,263.41
1/24/19,263.55
1/25/19,265.78
1/28/19,263.76
1/29/19,263.41
1/30/19,267.58
1/31/19,269.93
2/1/19,270.06
2/4/19,271.96
2/5/19,273.1
2/6/19,272.74
2/7/19,270.14
2/8/19,270.47
2/11/19,270.62
2/12/19,274.1
2/13/19,274.99
2/14/19,274.38
2/15/19,277.37
2/19/19,277.85
2/20/19,278.41
2/21/19,277.42
2/22/19,279.14
2/25/19,279.52
2/26/19,279.32
2/27/19,279.2
2/28/19,278.68
3/1/19,280.42
3/4/19,279.4
3/5/19,279.02
3/6/19,277.33
3/7/19,275.01
3/8/19,274.46
3/11/19,278.44
3/12/19,279.49
3/13/19,281.34
3/14/19,281.16
3/15/19,281.31
3/18/19,282.33
3/19/19,282.4
3/20/19,281.55
3/21/19,284.73
3/22/19,279.25
3/25/19,279.04
3/26/19,281.12
3/27/19,279.65
3/28/19,280.71
3/29/19,282.48
4/1/19,285.83
4/2/19,285.97
4/3/19,286.42
4/4/19,287.18
4/5/19,288.57
4/8/19,288.79
4/9/19,287.31
4/10/19,288.29
4/11/19,288.21
4/12/19,290.16
4/15/19,289.97
4/16/19,290.16
4/17/19,289.45
4/18/19,290.02
4/22/19,290.27
4/23/19,292.88
4/24/19,292.23
4/25/19,292.05
4/26/19,293.41
4/29/19,293.87
4/30/19,294.02
5/1/19,291.81
5/2/19,291.18
5/3/19,294.03
5/6/19,292.82
5/7/19,287.93
5/8/19,287.53
5/9/19,286.66
5/10/19,288.1
5/13/19,280.86
5/14/19,283.4
5/15/19,285.06
5/16/19,287.7
5/17/19,285.84
5/20/19,283.95
5/21/19,286.51
5/22/19,285.63
5/23/19,282.14
5/24/19,282.78
5/28/19,280.15
5/29/19,278.27
5/30/19,279.03
5/31/19,275.27
6/3/19,274.57
6/4/19,280.53
6/5/19,282.96
6/6/19,284.8
6/7/19,287.65
6/10/19,288.97
6/11/19,288.9
6/12/19,288.39
6/13/19,289.58
6/14/19,289.26
6/17/19,289.37
6/18/19,292.4
6/19/19,293.06
6/20/19,295.86
6/21/19,294
6/24/19,293.64
6/25/19,290.76
6/26/19,290.47
6/27/19,291.5
6/28/19,293
7/1/19,295.66
7/2/19,296.43
7/3/19,298.8
7/5/19,298.46
7/8/19,296.82
7/9/19,297.19
7/10/19,298.61
7/11/19,299.31
7/12/19,300.65
7/15/19,300.75
7/16/19,299.71
7/17/19,297.74
7/18/19,298.83
7/19/19,297.17
7/22/19,297.9
7/23/19,300.03
7/24/19,301.44
7/25/19,300
7/26/19,302.01
7/29/19,301.46
7/30/19,300.72
7/31/19,297.43
8/1/19,294.84
8/2/19,292.62
8/5/19,283.82
8/6/19,287.8
8/7/19,287.97
8/8/19,293.62
8/9/19,291.62
8/12/19,288.07
8/13/19,292.55
8/14/19,283.9
8/15/19,284.65
8/16/19,288.85
8/19/19,292.33
8/20/19,290.09
8/21/19,292.45
8/22/19,292.36
8/23/19,284.85
8/26/19,288
8/27/19,286.87
8/28/19,288.89
8/29/19,292.58
8/30/19,292.45
9/3/19,290.74
9/4/19,294.04
9/5/19,297.82
9/6/19,298.05
9/9/19,298.2
9/10/19,298.13
9/11/19,300.25
9/12/19,301.29
9/13/19,301.09
9/16/19,300.16
9/17/19,300.92
9/18/19,301.1
9/19/19,301.08
9/20/19,298.28
9/23/19,298.21
9/24/19,295.87
9/25/19,297.62
9/26/19,297
9/27/19,295.4
9/30/19,296.77
10/1/19,293.24
10/2/19,288.06
10/3/19,290.42
10/4/19,294.35
10/7/19,293.08
10/8/19,288.53
10/9/19,291.27
10/10/19,293.24
10/11/19,296.28
10/14/19,295.95
10/15/19,298.88
10/16/19,298.4
10/17/19,299.28
10/18/19,297.97
10/21/19,299.99
10/22/19,299.01
10/23/19,299.88
10/24/19,300.37
10/25/19,301.6
10/28/19,303.3
10/29/19,303.21
10/30/19,304.14
10/31/19,303.33
11/1/19,306.14
11/4/19,307.37
11/5/19,307.03
11/6/19,307.1
11/7/19,308.18
11/8/19,308.94
11/11/19,308.35
11/12/19,309
11/13/19,309.1
11/14/19,309.55
11/15/19,311.79
11/18/19,312.02
11/19/19,311.93
11/20/19,310.77
11/21/19,310.27
11/22/19,310.96
11/25/19,313.37
11/26/19,314.08
11/27/19,315.48
11/29/19,314.31
12/2/19,311.64
12/3/19,309.55
12/4/19,311.46
12/5/19,312.02
12/6/19,314.87
12/9/19,313.88
12/10/19,313.53
12/11/19,314.42
12/12/19,317.13
12/13/19,317.32
12/16/19,319.5
12/17/19,319.57
12/18/19,319.59
12/19/19,320.9
12/20/19,320.73
12/23/19,321.22
12/24/19,321.23
12/26/19,322.94
12/27/19,322.86
12/30/19,321.08
12/31/19,321.86
1/2/20,324.87
1/3/20,322.41
1/6/20,323.64
1/7/20,322.73
1/8/20,324.45
1/9/20,326.65
1/10/20,325.71
1/13/20,327.95
1/14/20,327.45
1/15/20,328.19
1/16/20,330.92
1/17/20,331.95
1/21/20,331.3
1/22/20,331.34
1/23/20,331.72
1/24/20,328.77
1/27/20,323.5
1/28/20,326.89
1/29/20,326.62
1/30/20,327.68
1/31/20,321.73
2/3/20,324.12
2/4/20,329.06
2/5/20,332.86
2/6/20,333.98
2/7/20,332.2
2/10/20,334.68
2/11/20,335.26
2/12/20,337.42
2/13/20,337.06
2/14/20,337.6
2/18/20,336.73
2/19/20,338.34
2/20/20,336.95
2/21/20,333.48
2/24/20,322.42
2/25/20,312.65
2/26/20,311.5
2/27/20,297.51
2/28/20,296.26
3/2/20,309.09
3/3/20,300.24
3/4/20,312.86
3/5/20,302.46
3/6/20,297.46
3/9/20,274.23
3/10/20,288.42
3/11/20,274.36
3/12/20,248.11
3/13/20,269.32
3/16/20,239.85
3/17/20,252.8
3/18/20,240
3/19/20,240.51
3/20/20,228.8
3/23/20,222.95
3/24/20,243.15
3/25/20,246.79
3/26/20,261.2
3/27/20,253.42
3/30/20,261.65
3/31/20,257.75
4/1/20,246.15
4/2/20,251.83
4/3/20,248.19
4/6/20,264.86
4/7/20,265.13
4/8/20,274.03
4/9/20,278.2
4/13/20,275.66
4/14/20,283.79
4/15/20,277.76
4/16/20,279.1
4/17/20,286.64
4/20/20,281.59
4/21/20,273.04
4/22/20,279.1
4/23/20,279.08
4/24/20,282.97
4/27/20,287.05
4/28/20,285.73
4/29/20,293.21
4/30/20,290.48
5/1/20,282.79
5/4/20,283.57
5/5/20,286.19
5/6/20,284.25
5/7/20,287.68
5/8/20,292.44
5/11/20,292.5
5/12/20,286.67
5/13/20,281.6
5/14/20,284.97
5/15/20,286.28
5/18/20,295
5/19/20,291.97
5/20/20,296.93
5/21/20,294.88
5/22/20,295.44
5/26/20,299.08
5/27/20,303.53
5/28/20,302.97
5/29/20,304.32
6/1/20,305.55
6/2/20,308.08
6/3/20,312.18
6/4/20,311.36
6/5/20,319.34
6/8/20,323.2
6/9/20,320.79
6/10/20,319
6/11/20,300.61
6/12/20,304.21
6/15/20,307.05
6/16/20,312.96
6/17/20,311.66
6/18/20,311.78
6/19/20,308.64
6/22/20,310.62
6/23/20,312.05
6/24/20,304.09
6/25/20,307.35
6/26/20,300.05
6/29/20,304.46
6/30/20,308.36
7/1/20,310.52
7/2/20,312.23
7/6/20,317.05
7/7/20,313.78
7/8/20,316.18
7/9/20,314.38
7/10/20,317.59
7/13/20,314.84
7/14/20,318.92
7/15/20,321.85
7/16/20,320.79
7/17/20,321.72
7/20/20,324.32
7/21/20,325.01
7/22/20,326.86
7/23/20,322.96
7/24/20,320.88
7/27/20,323.22
7/28/20,321.17
7/29/20,325.12
7/30/20,323.96
7/31/20,326.52
8/3/20,328.79
8/4/20,330.06
8/5/20,332.11
8/6/20,334.33
8/7/20,334.57
